epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,244.969,0.99452,1.06239,1.02634,0.76312,0.60109,0.66604,0.46828,1.0031,0.89503,1.02768,0.00127092,0.00127092,0.00127092
14,263.81,0.97708,1.00929,1.01741,0.69668,0.58935,0.669,0.46596,1.04746,0.95559,1.04122,0.00123791,0.00123791,0.00123791
15,281.449,0.95288,1.05659,1.01644,0.7454,0.62346,0.70839,0.49974,1.03562,0.85268,1.03965,0.00120491,0.00120491,0.00120491
16,299.758,0.96438,1.00149,1.0144,0.779,0.62093,0.70661,0.46784,1.09948,0.84404,1.05361,0.0011719,0.0011719,0.0011719
17,317.097,0.93419,0.94477,0.996,0.76135,0.67479,0.74326,0.51974,1.00386,0.80231,1.02764,0.00113889,0.00113889,0.00113889
18,337.506,0.94001,0.96424,1.00389,0.7392,0.6897,0.73536,0.52378,0.98583,0.80997,1.03159,0.00110589,0.00110589,0.00110589
19,355.788,0.92986,1.05284,1.00797,0.77505,0.65214,0.72831,0.51904,0.98471,0.78842,1.02464,0.00107288,0.00107288,0.00107288
20,374.225,0.92728,0.9371,0.99161,0.86375,0.58327,0.7325,0.52114,0.97494,0.76872,1.01209,0.00103987,0.00103987,0.00103987
21,392.668,0.92204,0.89715,0.99302,0.75348,0.68422,0.74067,0.52973,0.9615,0.77417,1.01081,0.00100687,0.00100687,0.00100687
22,411.362,0.91839,0.90649,0.98834,0.75341,0.65016,0.7452,0.50999,1.03716,0.89445,1.03894,0.000973861,0.000973861,0.000973861
23,428.573,0.9073,0.88556,0.98446,0.83396,0.62448,0.73605,0.50711,0.99104,0.786,1.02421,0.000940855,0.000940855,0.000940855
24,448.163,0.9097,0.88935,0.99458,0.81385,0.61627,0.72523,0.50969,0.96895,0.79683,1.01231,0.000907848,0.000907848,0.000907848
25,465.395,0.93939,1.41962,1.00248,0.75582,0.69501,0.75742,0.53376,0.98385,0.83426,1.03269,0.000874842,0.000874842,0.000874842
26,483.685,0.88375,0.81332,0.97584,0.74828,0.66863,0.72083,0.49464,1.01905,0.76643,1.03218,0.000841835,0.000841835,0.000841835
27,502.128,0.87579,0.82097,0.97179,0.80307,0.66065,0.74991,0.53286,0.95265,0.7233,1.00795,0.000808828,0.000808828,0.000808828
28,520.207,0.85495,0.79449,0.96298,0.75561,0.68372,0.74643,0.54403,0.95874,0.71907,1.01275,0.000775822,0.000775822,0.000775822
29,537.944,0.8656,0.76481,0.9679,0.7988,0.68364,0.75284,0.5239,1.01272,0.73489,1.02953,0.000742815,0.000742815,0.000742815
30,556.622,0.85507,0.77957,0.96844,0.8256,0.68361,0.77446,0.54903,0.96685,0.68334,1.0132,0.000709809,0.000709809,0.000709809
31,575.637,0.87446,0.83875,0.98058,0.83675,0.69923,0.78804,0.55895,0.98064,0.6771,1.01758,0.000676802,0.000676802,0.000676802
32,594.285,0.83275,0.76862,0.95683,0.80194,0.68209,0.75546,0.53291,0.97028,0.74196,1.01393,0.000643795,0.000643795,0.000643795
33,611.994,0.82214,0.75117,0.95429,0.84683,0.67389,0.7717,0.55537,0.96828,0.68585,1.02062,0.000610789,0.000610789,0.000610789
34,630.795,0.81579,0.76301,0.95364,0.84432,0.64936,0.75931,0.55125,0.94859,0.68598,1.01192,0.000577782,0.000577782,0.000577782
35,648.13,0.82839,0.7401,0.95227,0.83578,0.65535,0.74888,0.53751,0.96045,0.69051,1.01517,0.000544776,0.000544776,0.000544776
36,665.759,0.80587,0.70793,0.94066,0.88246,0.70164,0.78539,0.56836,0.93997,0.65025,1.01116,0.000511769,0.000511769,0.000511769
37,685.123,0.82808,0.72083,0.95192,0.79641,0.74067,0.7917,0.57527,0.93136,0.66364,1.00647,0.000478762,0.000478762,0.000478762
38,703.998,0.80345,0.73054,0.94913,0.83957,0.68376,0.77349,0.55872,0.95037,0.68554,1.01573,0.000445756,0.000445756,0.000445756
39,721.658,0.79744,0.67068,0.94215,0.82114,0.68772,0.76904,0.54845,0.93366,0.67048,1.00291,0.000412749,0.000412749,0.000412749
40,739.865,0.78808,0.6689,0.93505,0.84471,0.72594,0.79963,0.57456,0.93561,0.63801,1.00358,0.000379743,0.000379743,0.000379743
41,761.514,0.73888,0.67441,0.92662,0.85807,0.69647,0.78758,0.55877,0.93871,0.66761,1.01106,0.000346736,0.000346736,0.000346736
42,778.927,0.77223,0.6606,0.92907,0.87023,0.68197,0.77284,0.54098,0.98409,0.71872,1.02259,0.000313729,0.000313729,0.000313729
43,797.502,0.7343,0.70298,0.91708,0.83278,0.70405,0.7961,0.57362,0.92893,0.66769,0.99627,0.000280723,0.000280723,0.000280723
44,815.391,0.74078,0.723,0.93307,0.86571,0.69445,0.7857,0.56658,0.95165,0.65415,1.00935,0.000247716,0.000247716,0.000247716
45,832.595,0.73058,0.72291,0.92364,0.85229,0.71516,0.79346,0.57718,0.92644,0.64197,1.00444,0.00021471,0.00021471,0.00021471
46,850.684,0.70002,0.60579,0.90422,0.86172,0.71514,0.79968,0.59451,0.91405,0.64468,1.00222,0.000181703,0.000181703,0.000181703
47,869.075,0.70709,0.58208,0.90601,0.8541,0.72437,0.79903,0.58439,0.92289,0.64523,1.00521,0.000148696,0.000148696,0.000148696
48,886.595,0.72705,1.13187,0.91897,0.85857,0.71204,0.79752,0.58457,0.92043,0.63973,1.00384,0.00011569,0.00011569,0.00011569
49,903.091,0.68351,0.57732,0.90741,0.86662,0.71209,0.79934,0.58617,0.91431,0.62209,1.00218,8.26832e-05,8.26832e-05,8.26832e-05
50,921.162,0.68347,0.62792,0.90631,0.8868,0.70368,0.8028,0.5841,0.92471,0.62348,1.00709,4.96766e-05,4.96766e-05,4.96766e-05
